"source_item_id","source_url","source_primary_keyword","target_item_id","target_url","target_primary_keyword","anchor_text","link_context","relationship","status","destination_quality_status","destination_http_status","destination_canonical_url","last_verified","reason_or_follow_up"
"proplogai-live-glossary-prop-firm-challenge","https://proplogai.com/glossary/prop-firm-challenge","prop firm challenge","proplogai-live-blog-prop-firm-challenge-readiness","https://proplogai.com/blogs/prop-firm-challenge-readiness","prop firm challenge readiness","prop firm challenge readiness","Use where 'prop firm challenge readiness' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-challenge-readiness","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-revenge-trading","https://proplogai.com/glossary/revenge-trading","revenge trading","proplogai-live-blog-revenge-trading-prop-firm","https://proplogai.com/blogs/revenge-trading-prop-firm","revenge trading prop firm","Review a practical revenge-trading interruption workflow","Practical guide card","definition","verified_in_draft","approved","200","https://proplogai.com/blogs/revenge-trading-prop-firm","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-glossary-revenge-trading","https://proplogai.com/glossary/revenge-trading","revenge trading","proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","trading psychology","Use where 'trading psychology' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-psychology-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-risk-per-trade","https://proplogai.com/glossary/risk-per-trade","risk per trade","proplogai-live-blog-prop-firm-risk-management","https://proplogai.com/blogs/prop-firm-risk-management","forex risk management","forex risk management","Use where 'forex risk management' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-risk-management","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-risk-per-trade","https://proplogai.com/glossary/risk-per-trade","risk per trade","proplogai-live-glossary-position-sizing","https://proplogai.com/glossary/position-sizing","position sizing","position sizing","Use where 'position sizing' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/position-sizing","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-risk-reward-ratio","https://proplogai.com/glossary/risk-reward-ratio","risk reward ratio","proplogai-live-blog-prop-firm-risk-management","https://proplogai.com/blogs/prop-firm-risk-management","forex risk management","forex risk management","Use where 'forex risk management' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-risk-management","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-risk-reward-ratio","https://proplogai.com/glossary/risk-reward-ratio","risk reward ratio","proplogai-live-glossary-risk-per-trade","https://proplogai.com/glossary/risk-per-trade","risk per trade","risk per trade","Use where 'risk per trade' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/risk-per-trade","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-rule-based-trading","https://proplogai.com/glossary/rule-based-trading","rule based trading","proplogai-live-blog-prop-firm-trading-rulebook","https://proplogai.com/blogs/prop-firm-trading-rulebook","trading rulebook","trading rulebook","Use where 'trading rulebook' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-trading-rulebook","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-rule-based-trading","https://proplogai.com/glossary/rule-based-trading","rule based trading","proplogai-live-blog-trading-discipline-prop-firm","https://proplogai.com/blogs/trading-discipline-prop-firm","trading discipline","trading discipline","Use where 'trading discipline' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-discipline-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-setup-compliance","https://proplogai.com/glossary/setup-compliance","setup compliance","proplogai-live-blog-overtrading-prop-firm-challenges","https://proplogai.com/blogs/overtrading-prop-firm-challenges","overtrading in prop firm challenges","overtrading in prop firm challenges","Use where 'overtrading in prop firm challenges' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/overtrading-prop-firm-challenges","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-setup-compliance","https://proplogai.com/glossary/setup-compliance","setup compliance","proplogai-live-blog-trading-discipline-prop-firm","https://proplogai.com/blogs/trading-discipline-prop-firm","trading discipline","trading discipline","Use where 'trading discipline' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-discipline-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-setup-compliance","https://proplogai.com/glossary/setup-compliance","setup compliance","proplogai-live-blog-trading-journal-fields","https://proplogai.com/blogs/trading-journal-fields","trading journal fields","trading journal fields","Use where 'trading journal fields' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/trading-journal-fields","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-sharpe-ratio","https://proplogai.com/glossary/sharpe-ratio","Sharpe ratio in trading","proplogai-live-glossary-equity-curve","https://proplogai.com/glossary/equity-curve","trading equity curve","trading equity curve","Use where 'trading equity curve' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/equity-curve","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-stop-loss","https://proplogai.com/glossary/stop-loss","stop loss","proplogai-live-blog-prop-firm-risk-management","https://proplogai.com/blogs/prop-firm-risk-management","forex risk management","forex risk management","Use where 'forex risk management' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-risk-management","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-stop-loss","https://proplogai.com/glossary/stop-loss","stop loss","proplogai-live-glossary-risk-per-trade","https://proplogai.com/glossary/risk-per-trade","risk per trade","risk per trade","Use where 'risk per trade' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/risk-per-trade","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-tilt","https://proplogai.com/glossary/tilt","tilt in trading","proplogai-live-blog-revenge-trading-prop-firm","https://proplogai.com/blogs/revenge-trading-prop-firm","how to stop revenge trading","how to stop revenge trading","Use where 'how to stop revenge trading' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/revenge-trading-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-tilt","https://proplogai.com/glossary/tilt","tilt in trading","proplogai-live-blog-trading-psychology-prop-firm","https://proplogai.com/blogs/trading-psychology-prop-firm","trading psychology","trading psychology","Use where 'trading psychology' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-psychology-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-trade-management","https://proplogai.com/glossary/trade-management","trade management","proplogai-live-blog-trading-discipline-prop-firm","https://proplogai.com/blogs/trading-discipline-prop-firm","trading discipline","trading discipline","Use where 'trading discipline' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-discipline-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-trade-management","https://proplogai.com/glossary/trade-management","trade management","proplogai-live-glossary-trading-plan","https://proplogai.com/glossary/trading-plan","trading plan","trading plan","Use where 'trading plan' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/trading-plan","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-trade-review","https://proplogai.com/glossary/trade-review","trade review","proplogai-live-blog-monthly-trading-review-template","https://proplogai.com/blogs/monthly-trading-review-template","monthly trading review template","monthly trading review template","Use where 'monthly trading review template' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/monthly-trading-review-template","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-trade-review","https://proplogai.com/glossary/trade-review","trade review","proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","prop firm trading journal","Use where 'prop firm trading journal' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-trading-journal","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-trade-review","https://proplogai.com/glossary/trade-review","trade review","proplogai-live-blog-weekly-trading-review-template","https://proplogai.com/blogs/weekly-trading-review-template","weekly trading review template","weekly trading review template","Use where 'weekly trading review template' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/weekly-trading-review-template","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-trading-journal","https://proplogai.com/glossary/trading-journal","trading journal","proplogai-live-blog-prop-firm-trading-journal","https://proplogai.com/blogs/prop-firm-trading-journal","prop firm trading journal","Build a prop firm trading journal workflow","Practical guide card","definition","verified_in_draft","approved","200","https://proplogai.com/blogs/prop-firm-trading-journal","2026-09-21","Deploy Batch F before marking live_verified"
"proplogai-live-glossary-trading-journal","https://proplogai.com/glossary/trading-journal","trading journal","proplogai-live-blog-trading-journal-fields","https://proplogai.com/blogs/trading-journal-fields","trading journal fields","trading journal fields","Use where 'trading journal fields' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/trading-journal-fields","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-trading-journal","https://proplogai.com/glossary/trading-journal","trading journal","proplogai-2026-09-24-trading-journal-template","https://proplogai.com/blogs/trading-journal-template","trading journal template","trading journal template","Add as the practical next step after the definition.","glossary_to_blog","live_verified","audited_live_page","200","https://proplogai.com/blogs/trading-journal-template","2026-09-25","Verified on the production glossary page after Batch H1 deployment."
"proplogai-live-glossary-trading-plan","https://proplogai.com/glossary/trading-plan","trading plan","proplogai-live-blog-prop-firm-trading-rulebook","https://proplogai.com/blogs/prop-firm-trading-rulebook","trading rulebook","trading rulebook","Use where 'trading rulebook' is first explained or applied.","glossary_to_blog","planned","audited_live_page","200","https://proplogai.com/blogs/prop-firm-trading-rulebook","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-trading-plan","https://proplogai.com/glossary/trading-plan","trading plan","proplogai-live-blog-trading-discipline-prop-firm","https://proplogai.com/blogs/trading-discipline-prop-firm","trading discipline","trading discipline","Use where 'trading discipline' is first explained or applied.","cluster_to_pillar","planned","audited_live_page","200","https://proplogai.com/blogs/trading-discipline-prop-firm","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-win-rate","https://proplogai.com/glossary/win-rate","trading win rate","proplogai-live-glossary-expectancy","https://proplogai.com/glossary/expectancy","trading expectancy","trading expectancy","Use where 'trading expectancy' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/expectancy","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
"proplogai-live-glossary-win-rate","https://proplogai.com/glossary/win-rate","trading win rate","proplogai-live-glossary-profit-factor","https://proplogai.com/glossary/profit-factor","profit factor","profit factor","Use where 'profit factor' is first explained or applied.","related_definition","planned","audited_live_page","200","https://proplogai.com/glossary/profit-factor","2026-09-24","Batch G1 portfolio architecture; confirm natural placement during the next content revision."
